Index,Estate,Division,EmpCode,Gender,DateofJoin,PAMACT,EmployeeAge
537,EST,LD,583578,F,1978-06-26,T,37.0
538,EST,LD,585396,F,1981-02-24,A,34.0
539,EST,LD,586305,F,1981-06-26,A,34.0
540,EST,LD,584689,F,1983-10-24,A,32.0
541,EST,LD,583477,F,1983-12-01,A,32.0
542,EST,LD,586608,F,1983-12-01,T,32.0
543,EST,LD,590244,F,1983-12-01,A,32.0
544,EST,LD,590345,F,1986-11-12,A,29.0
545,EST,LD,1083326,F,1987-04-28,A,28.0
546,EST,LD,577720,F,1986-05-21,A,29.0
547,EST,LD,578124,M,1984-11-13,T,31.0
548,EST,LD,578225,M,1985-11-13,T,30.0
549,EST,LD,578528,M,1984-11-13,T,31.0
550,EST,LD,581255,M,1984-11-13,A,31.0
551,EST,LD,808000,M,1987-04-27,T,28.0
552,EST,LD,808303,M,1991-11-01,A,24.0
553,EST,LD,808909,M,1987-06-01,A,28.0
554,EST,LD,814363,F,1987-05-12,A,28.0
555,EST,LD,580952,F,1988-02-04,A,27.0
556,EST,LD,815171,F,1986-02-25,P,29.0
557,EST,LD,817797,F,1990-01-01,T,26.0
558,EST,LD,827291,M,1990-01-22,T,25.0
559,EST,LD,811434,F,1990-01-01,T,26.0
560,EST,LD,577821,M,1986-03-01,T,29.0
561,EST,LD,579740,M,1986-05-20,A,29.0
562,EST,LD,808505,F,1973-01-01,A,43.0
563,EST,LD,808707,F,1986-03-01,T,29.0
564,EST,LD,815272,F,1975-08-15,T,40.0
565,EST,LD,818403,F,1978-04-11,A,37.0
566,EST,LD,821938,F,1988-05-25,A,27.0
567,EST,LD,822847,F,1992-12-30,T,23.0
568,EST,LD,823453,F,1994-11-28,A,21.0
569,EST,LD,825372,F,1987-11-18,T,28.0
570,EST,LD,825473,F,1998-09-01,T,17.0
571,EST,LD,827392,F,1998-04-01,T,17.0
572,EST,LD,827493,F,1998-09-01,A,17.0
573,EST,LD,827594,F,1999-01-02,A,17.0
574,EST,LD,1035856,M,2000-02-01,T,15.0
575,EST,LD,1076761,M,2000-02-01,A,15.0
576,EST,LD,1076862,M,2000-02-01,T,15.0
577,EST,LD,1076963,M,2000-02-01,A,15.0
578,EST,LD,1077064,M,2000-02-01,T,15.0
579,EST,LD,1077165,M,2000-02-01,T,15.0
580,EST,LD,1077266,M,2000-02-01,A,15.0
581,EST,LD,1077367,M,2000-02-01,A,15.0
582,EST,LD,1077468,M,2000-02-01,T,15.0
583,EST,LD,1077569,M,2000-02-01,T,15.0
584,EST,LD,1077670,M,2000-02-01,T,15.0
585,EST,LD,1077771,M,2000-02-01,T,15.0
586,EST,LD,1077872,F,2000-02-01,A,15.0
587,EST,LD,1077973,F,2000-02-01,T,15.0
588,EST,LD,1078074,F,2000-02-01,T,15.0
589,EST,LD,1078175,F,2000-02-01,A,15.0
590,EST,LD,1078276,F,2000-02-01,T,15.0
591,EST,LD,1078377,F,2000-02-01,A,15.0
592,EST,LD,1078478,F,2000-02-01,T,15.0
593,EST,LD,1078579,F,2000-02-01,T,15.0
594,EST,LD,1078680,F,2000-02-01,T,15.0
595,EST,LD,1078781,F,2000-09-01,A,15.0
596,EST,LD,1078882,M,2001-11-03,A,14.0
597,EST,LD,1079084,M,2001-11-03,A,14.0
598,EST,LD,1079286,M,2001-11-03,A,14.0
599,EST,LD,1083427,M,2001-11-03,A,14.0
600,EST,LD,1084134,M,2001-11-03,A,14.0
601,EST,LD,1084235,M,2011-11-03,A,4.0
602,EST,LD,1084336,M,2001-11-03,A,14.0
603,EST,LD,1084437,M,2001-11-03,A,14.0
604,EST,LD,1084538,M,2001-11-03,A,14.0
605,EST,LD,1084639,M,,T,
606,EST,LD,1084740,M,,A,
607,EST,LD,1084841,M,,T,
608,EST,LD,1084942,M,,A,
609,EST,LD,1085043,M,,T,
610,EST,LD,1085144,M,,A,
611,EST,LD,1085346,M,,T,
612,EST,LD,707505,M,,A,
613,EST,LD,709929,M,,T,
614,EST,LD,579033,M,,A,
615,EST,LD,579134,M,,A,
616,EST,LD,116756,F,2002-04-01,T,13.0
617,EST,LD,117968,F,2002-04-09,T,13.0
618,EST,LD,120190,M,2002-04-10,T,13.0
619,EST,LD,121806,M,2004-01-04,T,11.0
620,EST,LD,122614,F,2004-02-20,T,11.0
621,EST,LD,122917,M,2004-04-01,T,11.0
622,EST,LD,123321,F,2004-12-01,A,11.0
623,EST,LD,123523,F,2005-06-13,A,10.0
624,EST,LD,123624,F,2005-06-13,A,10.0
625,EST,LD,123725,M,2003-05-01,A,12.0
626,EST,LD,123927,M,2003-05-01,A,12.0
627,EST,LD,1040906,M,2003-05-01,A,12.0
628,EST,LD,1045754,F,2002-06-01,A,13.0
629,EST,LD,1045855,F,2002-06-01,T,13.0
630,EST,LD,1045956,M,2002-10-01,A,13.0
631,EST,LD,1046057,M,,A,
632,EST,LD,1046158,F,2002-11-21,A,13.0
633,EST,LD,1046259,M,,A,
634,EST,LD,1046360,M,2003-03-01,A,12.0
635,EST,LD,1046461,M,2003-05-01,A,12.0
636,EST,LD,1046562,M,2003-05-01,A,12.0
637,EST,LD,1046663,M,2004-06-01,A,11.0
638,EST,LD,1046764,M,2004-06-01,A,11.0
639,EST,LD,1046865,M,,A,
640,EST,LD,1047572,M,2004-12-01,A,11.0
641,EST,LD,1049390,M,2004-12-01,A,11.0
642,EST,LD,1049491,M,,A,
643,EST,LD,1049592,M,,A,
644,EST,LD,1049794,M,,A,
645,EST,LD,1051208,M,,A,
646,EST,LD,1051511,M,,A,
647,EST,LD,1051814,M,,A,
648,EST,LD,1051915,M,,A,
649,EST,LD,1052218,M,,A,
650,EST,MD,214322,M,1975-03-18,A,40.0
651,EST,MD,284719,F,1968-11-02,A,47.0
652,EST,MD,300172,M,1970-01-01,A,46.0
653,EST,MD,350672,M,1975-03-18,A,40.0
654,EST,MD,362792,M,1975-05-12,A,40.0
655,EST,MD,387436,M,1973-06-01,A,42.0
656,EST,MD,389860,M,1977-05-08,A,38.0
657,EST,MD,390466,M,1977-05-18,A,38.0
658,EST,MD,390971,M,1977-05-18,A,38.0
659,EST,MD,391476,M,1977-05-18,A,38.0
660,EST,MD,391880,M,1977-11-17,A,38.0
661,EST,MD,391981,M,1977-11-17,A,38.0
662,EST,MD,392486,M,1980-07-08,A,35.0
663,EST,MD,392587,M,1980-08-01,A,35.0
664,EST,MD,411171,M,1978-08-16,A,37.0
665,EST,MD,411272,M,1978-08-16,A,37.0
666,EST,MD,414504,M,1978-09-13,A,37.0
667,EST,MD,416322,M,1979-03-31,A,36.0
668,EST,MD,416423,M,1979-03-31,A,36.0
669,EST,MD,416625,M,1979-03-31,A,36.0
670,EST,MD,416827,M,1979-03-31,A,36.0
671,EST,MD,417332,M,1979-03-31,A,36.0
672,EST,MD,425412,F,1980-01-05,A,36.0
673,EST,MD,431371,F,1981-10-05,A,34.0
674,EST,MD,435613,F,1982-02-01,A,33.0
675,EST,MD,438239,F,1981-05-28,A,34.0
676,EST,MD,440865,F,1983-02-24,A,32.0
677,EST,MD,441471,F,1983-10-10,A,32.0
678,EST,MD,441774,F,1983-12-01,A,32.0
679,EST,MD,441875,F,1983-12-01,A,32.0
680,EST,MD,444501,F,1985-10-10,A,30.0
681,EST,MD,449349,F,1984-05-16,A,31.0
682,EST,MD,449551,F,1984-03-12,A,31.0
683,EST,MD,450258,F,1984-10-01,A,31.0
684,EST,MD,451773,F,1971-02-18,A,44.0
685,EST,MD,452985,F,1985-09-05,A,30.0
686,EST,MD,453894,F,1986-02-20,A,29.0
687,EST,MD,454399,F,1986-05-26,A,29.0
688,EST,MD,457833,M,1986-09-10,A,29.0
689,EST,MD,458742,M,1986-11-12,A,29.0
690,EST,MD,458944,F,1987-02-16,A,28.0
691,EST,MD,459045,F,1987-04-24,A,28.0
692,EST,MD,460863,F,1986-05-21,A,29.0
693,EST,MD,461772,M,1984-11-20,A,31.0
694,EST,MD,461974,M,1984-11-20,A,31.0
695,EST,MD,462277,M,1984-11-20,A,31.0
696,EST,MD,462378,M,1984-11-20,A,31.0
697,EST,MD,462984,M,1984-11-20,A,31.0
698,EST,MD,463287,M,1984-11-20,A,31.0
699,EST,MD,463792,M,1987-04-24,A,28.0
700,EST,MD,464095,M,1987-04-08,A,28.0
701,EST,MD,464903,F,1987-04-24,A,28.0
702,EST,MD,465509,M,1987-04-24,A,28.0
703,EST,MD,465812,M,1987-05-21,A,28.0
704,EST,MD,466317,M,1987-05-10,A,28.0
705,EST,MD,466822,M,1987-11-20,A,28.0
706,EST,MD,482679,F,1987-10-22,A,28.0
707,EST,MD,483184,F,1987-11-16,A,28.0
708,EST,MD,486921,F,1988-06-02,A,27.0
709,EST,MD,494193,M,1988-10-03,A,27.0
710,EST,MD,495001,F,1989-01-04,A,27.0
711,EST,MD,496415,F,1988-11-18,A,27.0
712,EST,MD,502576,F,1989-05-31,A,26.0
713,EST,MD,508333,F,1990-02-14,A,25.0
714,EST,MD,508737,M,1989-09-02,A,26.0
715,EST,MD,509343,F,1990-04-16,A,25.0
716,EST,MD,509646,F,1990-06-28,A,25.0
717,EST,MD,509747,F,1990-06-28,A,25.0
718,EST,MD,509848,F,1990-07-24,A,25.0
719,EST,MD,513181,F,1991-06-24,A,24.0
720,EST,MD,513383,F,1991-08-22,A,24.0
721,EST,MD,513787,F,1991-09-18,A,24.0
722,EST,MD,514090,F,1991-10-28,A,24.0
723,EST,MD,514292,F,1972-04-04,A,43.0
724,EST,MD,515605,M,1979-03-31,A,36.0
725,EST,MD,516211,M,1980-12-24,A,35.0
726,EST,MD,516817,M,1975-03-18,A,40.0
727,EST,MD,517524,F,1989-02-22,A,26.0
728,EST,MD,522372,F,1972-07-08,A,43.0
729,EST,MD,523079,F,1992-09-01,A,23.0
730,EST,MD,524089,F,,A,
731,EST,MD,526513,F,1991-07-05,A,24.0
732,EST,MD,527220,F,1975-08-20,A,40.0
733,EST,MD,527624,F,1986-05-21,A,29.0
734,EST,MD,529240,F,1988-09-01,A,27.0
735,EST,MD,529442,F,1998-09-01,A,17.0
736,EST,MD,529543,F,1998-09-01,A,17.0
737,EST,MD,532270,F,2000-02-01,A,15.0
738,EST,MD,532876,F,2000-02-01,A,15.0
739,EST,MD,532977,F,2000-02-01,A,15.0
740,EST,MD,533179,F,2000-02-01,A,15.0
741,EST,MD,533280,F,2000-02-01,A,15.0
742,EST,MD,533482,F,2000-02-01,A,15.0
743,EST,MD,533583,F,2000-02-01,A,15.0
744,EST,MD,533886,F,2000-02-01,A,15.0
745,EST,MD,534088,M,2000-02-01,A,15.0
746,EST,MD,534290,F,2000-02-01,A,15.0
747,EST,MD,534391,F,2000-02-01,A,15.0
748,EST,MD,534694,F,2000-02-01,A,15.0
749,EST,MD,534997,F,2000-02-01,A,15.0
750,EST,MD,535805,F,2000-02-01,A,15.0
751,EST,MD,537017,M,2001-07-01,A,14.0
752,EST,MD,550753,F,,A,
753,EST,MD,551258,F,2001-07-01,A,14.0
754,EST,MD,552066,M,2001-07-01,A,14.0
755,EST,MD,552874,F,2002-01-01,A,14.0
756,EST,MD,558833,F,,A,
757,EST,MD,559338,F,2002-02-20,A,13.0
758,EST,MD,561661,M,,A,
759,EST,MD,561762,F,2002-04-01,A,13.0
760,EST,MD,566408,F,2002-06-10,A,13.0
761,EST,MD,566610,M,2002-06-10,A,13.0
762,EST,MD,567216,F,2002-06-20,A,13.0
763,EST,MD,567519,F,2002-06-20,A,13.0
764,EST,MD,567620,F,2002-06-20,A,13.0
765,EST,MD,569034,F,2002-11-14,A,13.0
766,EST,MD,569135,F,2002-12-01,A,13.0
767,EST,MD,571256,F,2004-04-01,A,11.0
768,EST,MD,572165,F,2005-04-20,A,10.0
769,EST,MD,572367,F,2005-04-20,A,10.0
770,EST,MD,572468,F,2005-04-20,A,10.0
771,EST,MD,572670,F,2005-04-20,A,10.0
772,EST,MD,572771,F,2005-04-20,A,10.0
773,EST,MD,572872,F,2005-04-20,A,10.0
774,EST,MD,573276,F,2005-04-20,A,10.0
775,EST,MD,573478,F,2005-04-20,A,10.0
776,EST,MD,573579,F,2005-04-20,A,10.0
777,EST,MD,573680,F,2005-04-20,A,10.0
778,EST,MD,574185,F,2005-04-20,A,10.0
779,EST,MD,574387,F,2005-04-20,A,10.0
780,EST,MD,2021111,M,,A,
781,EST,MD,2021313,M,,A,
782,EST,MD,1052319,F,,,
783,EST,MD,1052420,F,1983-02-17,T,32.0
784,EST,MD,1052521,F,1968-12-01,T,47.0
785,EST,MD,1052622,M,1986-03-01,A,29.0
786,EST,MD,1055652,F,1969-09-01,A,46.0
787,EST,MD,1056258,F,1969-07-05,A,46.0
788,EST,MD,1056359,M,1973-02-01,A,42.0
789,EST,MD,1056460,M,1968-11-02,A,47.0
790,EST,MD,1056561,M,1968-11-02,A,47.0
791,EST,MD,1059187,M,1968-11-02,A,47.0
792,EST,MD,1059288,F,1971-04-15,A,44.0
793,EST,MD,1059389,F,1971-04-16,T,44.0
794,EST,MD,1059490,F,1973-06-01,A,42.0
795,EST,MD,1059692,M,1970-05-17,T,45.0
796,EST,MD,1059995,F,1970-06-17,T,45.0
797,EST,MD,1060197,F,1973-06-01,T,42.0
798,EST,MD,1060298,F,1972-01-01,A,44.0
799,EST,MD,578326,F,1972-06-22,T,43.0
800,EST,MD,707404,F,2000-08-07,T,15.0
801,EST,MD,707606,F,1973-05-29,A,42.0
802,EST,MD,707707,F,1974-06-01,A,41.0
803,EST,MD,707808,F,1975-03-18,A,40.0
804,EST,MD,708010,F,1975-03-18,T,40.0
805,EST,MD,708111,F,1975-03-18,A,40.0
806,EST,MD,708212,F,1977-06-13,T,38.0
807,EST,MD,708515,F,1977-01-27,A,38.0
808,EST,MD,708616,F,1977-07-15,A,38.0
809,EST,MD,708717,F,1977-11-05,T,38.0
810,EST,MD,708818,F,1977-04-18,A,38.0
811,EST,MD,1047471,F,1977-04-18,T,38.0
812,EST,MD,1047673,M,1977-11-17,A,38.0
813,EST,MD,1047774,F,1978-01-12,T,37.0
814,EST,MD,1047875,F,1978-04-04,A,37.0
815,EST,MD,1047976,F,1978-04-07,A,37.0
816,EST,MD,1052723,F,1978-03-06,A,37.0
817,EST,MD,1052824,M,1978-03-01,A,37.0
818,EST,MD,1052925,F,1978-08-16,A,37.0
819,EST,MD,1053026,M,1978-09-13,A,37.0
820,EST,MD,1053127,F,1979-03-31,A,36.0
821,EST,MD,1055450,F,2001-01-01,A,15.0
822,EST,MD,1055551,M,1980-12-19,A,35.0
823,EST,MD,1056056,M,1980-12-17,T,35.0
824,EST,MD,1056157,F,2001-02-01,A,14.0
825,EST,MD,219978,F,1982-01-07,A,34.0
826,EST,MD,215736,F,1989-09-06,A,26.0
827,EST,MD,219675,F,1983-02-16,T,32.0
828,EST,MD,219776,F,1983-02-16,A,32.0
829,EST,MD,820625,F,1987-05-21,T,28.0
830,EST,MD,814767,F,1992-08-07,A,23.0
831,EST,MD,82012,F,1983-12-01,T,32.0
832,EST,MD,498132,F,,T,
833,EST,MD,809515,F,1983-12-01,T,32.0
834,EST,MD,811333,F,1984-02-08,A,31.0
835,EST,MD,814060,F,1984-04-10,T,31.0
836,EST,MD,815373,F,1985-05-01,A,30.0
837,EST,MD,816181,F,1986-07-09,A,29.0
838,EST,MD,816989,F,1986-11-25,A,29.0
839,EST,MD,817090,F,1987-04-28,A,28.0
840,EST,MD,818908,F,1973-06-01,A,42.0
841,EST,MD,819211,F,1986-06-06,T,29.0
842,EST,MD,819413,F,1986-05-22,A,29.0
843,EST,MD,819805,M,1984-11-20,A,31.0
844,EST,MD,819918,M,1984-11-20,T,31.0
845,EST,MD,820221,M,1984-11-20,T,31.0
846,EST,MD,820322,M,1987-04-24,T,28.0
847,EST,MD,820524,M,1987-04-24,T,28.0
848,EST,MD,820726,M,1987-05-21,T,28.0
849,EST,MD,821029,F,1987-06-17,A,28.0
850,EST,MD,821231,M,1986-07-05,A,29.0
851,EST,MD,821332,M,1987-12-01,T,28.0
852,EST,MD,821433,F,1987-12-22,A,28.0
853,EST,MD,821534,F,1988-02-10,A,27.0
854,EST,MD,821635,F,1988-03-23,A,27.0
855,EST,MD,821837,F,1988-08-29,A,27.0
856,EST,MD,1048077,F,1988-08-29,A,27.0
857,EST,MD,1048279,M,1988-09-01,T,27.0
858,EST,MD,1048481,F,1988-09-01,T,27.0
859,EST,MD,1048582,M,1988-11-18,T,27.0
860,EST,MD,1048683,M,1988-12-09,A,27.0
861,EST,MD,1048784,F,1989-01-31,T,26.0
862,EST,MD,1048885,F,1989-01-05,A,27.0
863,EST,MD,1048986,F,2000-03-28,T,15.0
864,EST,MD,1049087,F,1989-04-07,A,26.0
865,EST,MD,1049188,F,1989-09-05,T,26.0
866,EST,MD,1050097,F,1989-10-17,A,26.0
867,EST,MD,1050501,F,1979-09-06,A,36.0
868,EST,MD,1050602,F,1991-06-01,T,24.0
869,EST,MD,1050804,F,1986-03-01,A,29.0
870,EST,MD,1056763,F,1984-06-15,A,31.0
871,EST,MD,6065151,F,1976-02-11,T,39.0
872,EST,MD,6065252,F,1978-03-09,A,37.0
873,EST,MD,582669,F,1987-06-11,A,28.0
874,EST,MD,586507,M,1987-08-02,A,28.0
875,EST,MD,587517,F,1972-09-01,A,43.0
876,EST,MD,1045451,F,1998-09-01,T,17.0
877,EST,MD,1045552,F,1998-09-01,T,17.0
878,EST,MD,1053228,F,1999-12-06,T,16.0
879,EST,MD,1053329,F,2000-03-06,A,15.0
880,EST,MD,1053531,M,2000-03-09,A,15.0
881,EST,MD,1053733,F,2000-02-01,T,15.0
882,EST,MD,1053834,F,2000-02-01,T,15.0
883,EST,MD,1053935,F,2000-02-01,P,15.0
884,EST,MD,1054036,M,2000-02-01,T,15.0
885,EST,MD,1055349,F,2000-02-01,T,15.0
886,EST,MD,816888,M,2000-02-01,T,15.0
887,EST,MD,208565,F,2000-02-01,A,15.0
888,EST,MD,211292,F,2000-02-01,T,15.0
889,EST,MD,215029,F,2001-07-01,A,14.0
890,EST,MD,216342,F,2000-02-01,T,15.0
891,EST,MD,217352,F,2005-06-01,I,10.0
892,EST,MD,218160,M,2001-07-01,T,14.0
893,EST,MD,220079,M,2000-05-15,A,15.0
894,EST,MD,1047168,M,2000-11-23,T,15.0
895,EST,MD,1047269,F,2001-06-01,T,14.0
896,EST,MD,1047370,M,2001-07-01,T,14.0
897,EST,MD,1049895,F,2001-07-01,T,14.0
898,EST,MD,1051309,M,2001-07-01,T,14.0
899,EST,MD,1054137,M,2001-07-01,T,14.0
900,EST,MD,1054339,M,2001-07-01,T,14.0
901,EST,MD,1054440,M,2001-07-01,A,14.0
902,EST,MD,1054541,M,2001-07-01,T,14.0
903,EST,MD,1054642,M,2001-07-01,A,14.0
904,EST,MD,1054743,M,2002-07-01,A,13.0
905,EST,MD,1054844,M,,A,
906,EST,MD,1054945,M,2002-07-01,T,13.0
907,EST,MD,1055046,M,2001-07-01,A,14.0
908,EST,MD,1055147,M,2002-07-01,A,13.0
909,EST,MD,1055248,M,2001-07-01,T,14.0
910,EST,MD,1055753,M,2001-07-01,A,14.0
911,EST,MD,1055854,F,2001-07-01,A,14.0
912,EST,MD,1055955,M,2002-07-01,T,13.0
913,EST,MD,1056662,M,2001-07-01,T,14.0
914,EST,MD,710232,F,2001-07-01,T,14.0
915,EST,MD,710434,F,2001-07-01,A,14.0
916,EST,MD,709828,M,2001-07-01,A,14.0
917,EST,MD,710131,M,2001-07-01,T,14.0
918,EST,MD,710333,F,2001-07-01,A,14.0
919,EST,MD,709020,F,2001-07-01,A,14.0
920,EST,MD,709121,F,,A,
921,EST,MD,710030,F,2001-07-01,T,14.0
922,EST,MD,1083225,M,2001-07-01,T,14.0
923,EST,MD,1088477,M,,T,
924,EST,MD,1088578,F,2001-10-01,A,14.0
925,EST,MD,1060500,F,2002-01-01,T,14.0
926,EST,MD,1060601,F,2002-01-01,T,14.0
927,EST,MD,1060702,F,2002-03-07,A,13.0
928,EST,MD,1060803,M,,A,
929,EST,MD,1060904,M,2002-01-01,A,14.0
930,EST,MD,1061005,F,,T,
931,EST,MD,1071206,F,2002-03-25,A,13.0
932,EST,MD,124129,F,2002-06-10,T,13.0
933,EST,MD,124230,F,2002-06-10,T,13.0
934,EST,MD,1071408,M,2002-06-10,T,13.0
935,EST,MD,1071509,M,2002-06-20,A,13.0
936,EST,MD,1071610,F,2002-06-20,T,13.0
937,EST,MD,1074741,M,2002-06-20,T,13.0
938,EST,MD,1074842,M,2002-06-20,T,13.0
939,EST,MD,1074943,F,2005-04-20,A,10.0
940,EST,MD,1075044,F,2005-04-20,A,10.0
941,EST,MD,1071812,F,2005-04-20,A,10.0
942,EST,MD,823554,F,2005-04-20,A,10.0
943,EST,MD,822140,F,2005-04-20,A,10.0
944,EST,MD,823352,F,2005-04-20,A,10.0
945,EST,MD,824665,F,2005-04-20,A,10.0
946,EST,MD,823049,F,2005-04-20,A,10.0
947,EST,MD,826988,F,2005-04-20,A,10.0
948,EST,MD,827089,F,2005-04-20,A,10.0
949,EST,MD,825877,F,2005-04-20,A,10.0
950,EST,MD,825776,F,2005-04-20,A,10.0
951,EST,MD,822645,F,2005-04-20,A,10.0
952,EST,MD,823251,F,2005-06-01,A,10.0
953,EST,MD,823655,F,2002-06-01,A,13.0
954,EST,MD,823857,F,2002-05-01,A,13.0
955,EST,MD,824261,M,,A,
956,EST,MD,824564,M,,A,
957,EST,MD,825069,M,,A,
958,EST,MD,825271,M,,A,
959,EST,MD,825574,F,2002-05-01,A,13.0
960,EST,MD,825675,F,2002-05-01,A,13.0
961,EST,MD,825978,F,2002-05-01,A,13.0
962,EST,MD,826584,F,2002-05-01,A,13.0
963,EST,MD,826685,F,2002-05-01,A,13.0
964,EST,MD,826786,F,2002-05-01,A,13.0
965,EST,MD,828099,F,2002-05-01,A,13.0
966,EST,MD,124836,F,2002-05-01,A,13.0
967,EST,MD,710535,F,2002-05-01,A,13.0
968,EST,MD,710636,F,2002-05-01,A,13.0
969,EST,MD,710737,M,,A,
970,EST,MD,710838,F,,A,
971,EST,MD,710939,M,2003-09-01,A,12.0
972,EST,MD,711040,F,,A,
973,EST,MD,711141,M,2002-11-10,A,13.0
974,EST,MD,711242,M,2002-11-10,A,13.0
975,EST,MD,711444,M,2002-11-10,A,13.0
976,EST,MD,1093830,M,2002-11-10,A,13.0
977,EST,MD,1099991,M,2002-11-10,A,13.0
978,EST,MD,1098880,M,2002-11-10,A,13.0
979,EST,MD,1104738,M,2002-11-10,A,13.0
980,EST,MD,1104839,F,2002-11-10,A,13.0
981,EST,MD,1104940,M,,A,
982,EST,MD,1105041,M,,A,
983,EST,MD,1105142,M,2003-05-01,A,12.0
984,EST,MD,1105243,M,2003-05-01,A,12.0
985,EST,MD,1105344,M,2003-05-01,A,12.0
986,EST,MD,1105445,M,2003-05-01,A,12.0
987,EST,MD,1105546,M,2003-05-01,A,12.0
988,EST,MD,1105647,M,2004-05-01,A,11.0
989,EST,MD,1105748,M,2004-06-01,A,11.0
990,EST,MD,1106051,M,2004-06-01,A,11.0
991,EST,MD,1106152,M,2004-06-01,A,11.0
992,EST,MD,1106253,F,2004-11-17,A,11.0
993,EST,MD,1106354,F,2004-11-18,A,11.0
994,EST,MD,1106455,F,2004-11-18,A,11.0
995,EST,MD,827796,F,2004-11-19,A,11.0
996,EST,MD,827897,F,2004-11-19,A,11.0
997,EST,MD,827998,F,2004-11-21,A,11.0
998,EST,MD,828200,F,2004-11-22,A,11.0
999,EST,MD,828402,F,2004-11-22,A,11.0
1000,EST,MD,828503,F,2004-11-22,A,11.0
1001,EST,MD,828604,F,2004-11-23,A,11.0
1002,EST,MD,828705,F,2004-12-02,A,11.0
1003,EST,MD,828806,F,2004-12-06,A,11.0
1004,EST,MD,828907,F,2004-12-07,A,11.0
1005,EST,MD,829008,M,2004-12-01,A,11.0
1006,EST,MD,1091103,M,2004-12-01,A,11.0
1007,EST,MD,1093426,M,2004-12-01,A,11.0
1008,EST,MD,1093931,F,2005-01-05,A,10.0
1009,EST,MD,1098274,M,2005-02-01,A,10.0
1010,EST,MD,1098375,M,,A,
1011,EST,MD,1098476,M,,A,
1012,EST,MD,1098678,M,,A,
1013,EST,MD,1098779,M,,A,
1014,EST,MD,1098981,M,,A,
1015,EST,MD,124937,M,,A,
1016,EST,MD,125038,M,,A,
1017,EST,MD,125139,F,,A,
1018,EST,MD,125240,M,,A,
1019,EST,ST,73730,M,1979-11-15,A,36.0
1020,EST,ST,79083,F,1980-07-08,A,35.0
1021,EST,ST,79184,M,1980-07-08,A,35.0
1022,EST,ST,79386,M,1980-01-01,A,36.0
1023,EST,ST,79588,M,1988-01-01,A,28.0
1024,EST,ST,85042,M,1981-10-01,A,34.0
1025,EST,ST,86254,M,1981-10-01,A,34.0
1026,EST,ST,91304,F,1984-07-01,A,31.0
1027,EST,ST,97970,F,1989-07-01,A,26.0
1028,EST,ST,99788,F,1986-12-08,A,29.0
1029,EST,ST,101707,M,1989-12-01,A,26.0
1030,EST,ST,101808,M,1989-12-01,A,26.0
1031,EST,ST,102212,F,1987-05-01,A,28.0
1032,EST,ST,102313,F,1989-01-01,A,27.0
1033,EST,ST,103828,F,1989-01-01,A,27.0
1034,EST,ST,104333,F,1989-06-09,A,26.0
1035,EST,ST,104535,F,1989-06-01,A,26.0
1036,EST,ST,105848,M,1984-01-01,A,32.0
1037,EST,ST,105949,F,1984-01-01,A,32.0
1038,EST,ST,106656,M,1984-01-01,A,32.0
1039,EST,ST,107060,M,1984-01-01,A,32.0
1040,EST,ST,107262,M,1984-01-01,A,32.0
1041,EST,ST,107363,F,1984-01-01,A,32.0
1042,EST,ST,107767,F,1984-01-01,A,32.0
1043,EST,ST,108070,F,1993-01-01,A,23.0
1044,EST,ST,108171,M,1987-06-01,A,28.0
1045,EST,ST,108979,F,1995-12-18,A,20.0
1046,EST,ST,109181,F,1998-09-10,A,17.0
1047,EST,ST,109282,F,1998-09-10,A,17.0
1048,EST,ST,109787,F,1999-07-19,A,16.0
1049,EST,ST,110090,M,2000-02-01,A,15.0
1050,EST,ST,110393,M,2000-02-01,A,15.0
1051,EST,ST,116352,F,2002-01-08,T,13.0
1052,EST,ST,116857,F,2002-01-08,T,13.0
1053,EST,ST,117160,F,2002-01-08,A,13.0
1054,EST,ST,117261,F,2002-01-08,A,13.0
1055,EST,ST,117362,F,2002-01-08,A,13.0
1056,EST,ST,117766,F,2002-01-08,T,13.0
1057,EST,ST,118574,M,2000-02-01,T,15.0
1058,EST,ST,118675,F,2001-10-01,T,14.0
1059,EST,ST,118877,M,2001-11-01,A,14.0
1060,EST,ST,118978,M,2002-11-30,A,13.0
1061,EST,ST,119281,M,2001-11-01,A,14.0
1062,EST,ST,119382,M,2001-11-01,A,14.0
1063,EST,ST,119483,M,2001-11-01,A,14.0
1064,EST,ST,119685,M,2001-11-01,A,14.0
1065,EST,ST,119887,M,2001-11-01,A,14.0
1066,EST,ST,120089,M,2001-11-01,A,14.0
1067,EST,ST,120291,M,2001-11-01,A,14.0
1068,EST,ST,120392,M,2001-11-01,A,14.0
1069,EST,ST,120594,M,2001-11-01,A,14.0
1070,EST,ST,120695,F,2001-11-01,T,14.0
1071,EST,ST,120796,M,2001-11-01,A,14.0
1072,EST,ST,120897,F,2001-11-01,A,14.0
1073,EST,ST,121099,F,2001-11-01,A,14.0
1074,EST,ST,204929,F,2003-12-01,A,12.0
1075,EST,ST,205131,F,2005-05-19,A,10.0
1076,EST,ST,205232,F,2005-05-19,A,10.0
1077,EST,ST,505101,M,,A,
1078,EST,ST,505202,M,,A,
1079,EST,ST,505505,M,,A,
1080,EST,ST,505606,F,,A,
1081,EST,ST,505707,M,,A,
1082,EST,ST,125341,F,1979-11-15,T,36.0
