Index,Estate,Division,EmpCode,Gender,DateofJoin,PAMACT,EmployeeAge
1083,EST,ST,125442,M,1975-12-10,T,40.0
1084,EST,ST,125543,M,1980-07-01,A,35.0
1085,EST,ST,125644,M,1980-07-01,T,35.0
1086,EST,ST,125745,M,1980-07-01,A,35.0
1087,EST,ST,125846,M,1980-01-08,T,36.0
1088,EST,ST,590749,F,1985-01-26,A,30.0
1089,EST,ST,590850,M,1985-12-01,T,30.0
1090,EST,ST,590951,M,1986-01-22,T,29.0
1091,EST,ST,591052,M,1986-02-01,A,29.0
1092,EST,ST,591153,M,1967-02-01,A,48.0
1093,EST,ST,591254,M,1986-02-01,T,29.0
1094,EST,ST,591355,F,1967-02-01,T,48.0
1095,EST,ST,591456,F,1967-09-14,T,48.0
1096,EST,ST,591557,F,1967-10-12,T,48.0
1097,EST,ST,591658,F,1970-07-23,T,45.0
1098,EST,ST,220988,F,1970-06-01,A,45.0
1099,EST,ST,221089,F,1971-03-03,A,44.0
1100,EST,ST,221190,F,1971-03-03,T,44.0
1101,EST,ST,221291,F,1973-05-23,T,42.0
1102,EST,ST,221392,F,1976-09-23,A,39.0
1103,EST,ST,221493,M,1977-11-15,A,38.0
1104,EST,ST,221594,F,1977-11-15,A,38.0
1105,EST,ST,1075549,M,1977-11-15,A,38.0
1106,EST,ST,1076155,F,1977-11-15,T,38.0
1107,EST,ST,1092719,F,1977-12-01,A,38.0
1108,EST,ST,1103425,M,1977-12-01,A,38.0
1109,EST,ST,1099082,M,1978-03-01,T,37.0
1110,EST,ST,1099284,F,1978-03-30,A,37.0
1111,EST,ST,1088174,F,1979-01-01,A,37.0
1112,EST,ST,1092618,M,1979-04-01,T,36.0
1113,EST,ST,1093022,F,1975-11-15,A,40.0
1114,EST,ST,1089487,F,1980-01-01,A,36.0
1115,EST,ST,1089588,F,1988-09-01,A,27.0
1116,EST,ST,1089790,F,1980-04-01,A,35.0
1117,EST,ST,1089891,M,1988-09-01,A,27.0
1118,EST,ST,1089992,F,1981-10-01,A,34.0
1119,EST,ST,1090093,M,1981-04-16,T,34.0
1120,EST,ST,1090295,F,1981-09-01,A,34.0
1121,EST,ST,1090497,F,1983-11-01,A,32.0
1122,EST,ST,1090598,F,1984-07-01,T,31.0
1123,EST,ST,1092416,F,1985-01-01,A,31.0
1124,EST,ST,1093123,F,1985-01-01,T,31.0
1125,EST,ST,1092214,M,1985-02-13,A,30.0
1126,EST,ST,1092517,F,1986-02-15,A,29.0
1127,EST,ST,1093527,F,1987-08-31,T,28.0
1128,EST,ST,1093628,M,1989-02-01,A,26.0
1129,EST,ST,1092820,F,1989-03-01,A,26.0
1130,EST,ST,1093224,F,1989-08-01,A,26.0
1131,EST,ST,1093325,M,1989-08-01,A,26.0
1132,EST,ST,1076559,M,1987-05-01,T,28.0
1133,EST,ST,1076660,M,1989-02-01,T,26.0
1134,EST,ST,1103324,F,1987-05-01,T,28.0
1135,EST,ST,74134,F,1988-03-08,A,27.0
1136,EST,ST,708313,F,1988-03-10,A,27.0
1137,EST,ST,815575,F,1988-03-10,A,27.0
1138,EST,ST,118473,F,1988-12-07,T,27.0
1139,EST,ST,207252,F,1989-03-01,A,26.0
1140,EST,ST,209070,F,1989-06-09,A,26.0
1141,EST,ST,211090,F,1988-03-01,A,27.0
1142,EST,ST,211696,F,1992-04-01,A,23.0
1143,EST,ST,212403,M,1980-04-08,T,35.0
1144,EST,ST,212908,F,1984-01-01,A,32.0
1145,EST,ST,217150,F,1990-03-01,T,25.0
1146,EST,ST,217756,F,1987-07-20,A,28.0
1147,EST,ST,217958,F,1978-06-01,A,37.0
1148,EST,ST,583073,F,1983-02-01,A,32.0
1149,EST,ST,583275,F,1993-06-11,A,22.0
1150,EST,ST,586810,F,1994-03-21,A,21.0
1151,EST,ST,587012,F,1996-10-16,A,19.0
1152,EST,ST,587719,F,1998-09-10,T,17.0
1153,EST,ST,588527,F,1998-09-10,A,17.0
1154,EST,ST,588729,F,2000-02-01,A,15.0
1155,EST,ST,590042,M,2000-02-01,A,15.0
1156,EST,ST,590143,F,2000-02-01,T,15.0
1157,EST,ST,810222,F,2000-02-01,T,15.0
1158,EST,ST,812040,F,2000-02-01,A,15.0
1159,EST,ST,814868,F,2000-02-01,A,15.0
1160,EST,ST,815474,M,2000-02-01,A,15.0
1161,EST,ST,816585,F,2000-02-01,A,15.0
1162,EST,ST,817292,F,2000-01-01,T,16.0
1163,EST,ST,817595,M,2000-02-01,A,15.0
1164,EST,ST,1073832,F,2000-02-01,A,15.0
1165,EST,ST,1088073,M,2000-02-01,A,15.0
1166,EST,ST,1091204,M,2002-01-08,T,13.0
1167,EST,ST,1091709,F,2001-11-01,A,14.0
1168,EST,ST,1091305,F,2002-01-08,A,13.0
1169,EST,ST,1091608,M,2001-11-01,A,14.0
1170,EST,ST,1091911,M,2001-11-01,T,14.0
1171,EST,ST,1091002,M,2001-11-01,A,14.0
1172,EST,ST,1091507,M,2001-11-01,A,14.0
1173,EST,ST,1090699,F,2001-11-01,T,14.0
1174,EST,ST,1090800,F,2002-01-08,A,13.0
1175,EST,ST,1090901,F,2002-01-08,A,13.0
1176,EST,ST,1091406,F,2002-01-08,T,13.0
1177,EST,ST,1092012,M,2002-01-08,T,13.0
1178,EST,ST,1078983,F,2002-01-08,A,13.0
1179,EST,ST,1092315,F,2002-01-08,T,13.0
1180,EST,ST,1098577,F,2001-11-23,T,14.0
1181,EST,ST,1099183,F,2001-11-27,T,14.0
1182,EST,ST,1099688,M,2002-01-08,T,13.0
1183,EST,ST,1100092,F,2002-01-08,T,13.0
1184,EST,ST,1101102,F,2002-01-08,T,13.0
1185,EST,ST,1101607,F,2002-01-08,T,13.0
1186,EST,ST,1101708,M,2002-01-08,T,13.0
1187,EST,ST,1102011,F,2002-01-08,T,13.0
1188,EST,ST,1102516,M,2002-01-08,T,13.0
1189,EST,ST,1103223,F,2002-01-08,T,13.0
1190,EST,ST,1099587,M,2002-01-08,T,13.0
1191,EST,ST,1100496,M,2002-01-08,T,13.0
1192,EST,ST,1101001,M,2002-01-08,T,13.0
1193,EST,ST,1101506,M,2002-01-08,T,13.0
1194,EST,ST,1102415,M,2002-01-08,T,13.0
1195,EST,ST,1103122,F,2002-01-08,T,13.0
1196,EST,ST,1100193,F,2002-01-08,T,13.0
1197,EST,ST,1100698,F,2002-02-01,T,13.0
1198,EST,ST,1101203,F,1998-11-18,T,17.0
1199,EST,ST,1102718,F,2005-02-01,A,10.0
1200,EST,ST,1102920,M,,A,
1201,EST,ST,1099486,M,,A,
1202,EST,ST,1099890,M,2003-05-01,A,12.0
1203,EST,ST,1100395,M,2003-05-01,A,12.0
1204,EST,ST,1100900,M,2003-05-01,A,12.0
1205,EST,ST,1101405,M,2003-05-01,A,12.0
1206,EST,ST,1101910,M,,A,
1207,EST,ST,1102314,F,,A,
1208,EST,ST,1102617,M,,A,
1209,EST,ST,1102819,M,2003-05-01,A,12.0
1210,EST,ST,1103021,M,2003-05-01,A,12.0
1211,EST,ST,1099385,M,2004-06-01,A,11.0
1212,EST,ST,1099789,M,2004-06-01,A,11.0
1213,EST,ST,1100294,F,2004-11-19,A,11.0
1214,EST,ST,1100799,F,2004-11-19,A,11.0
1215,EST,ST,1101304,F,2004-11-19,A,11.0
1216,EST,ST,1101809,F,2004-11-19,A,11.0
1217,EST,ST,1102112,F,2004-11-19,A,11.0
1218,EST,ST,1102213,F,2004-11-19,A,11.0
1219,EST,ST,1100597,F,2004-11-19,A,11.0
1220,EST,ST,1079993,M,2004-12-04,A,11.0
1221,EST,ST,1098173,F,2004-12-09,A,11.0
1222,EST,ST,1083023,M,2004-12-01,A,11.0
1223,EST,ST,435310,M,2004-12-01,A,11.0
1224,EST,ST,462681,M,2004-12-01,A,11.0
1225,EST,ST,462883,F,2005-01-18,A,10.0
1226,EST,ST,463186,F,2005-01-10,A,10.0
1227,EST,ST,465206,F,2005-02-01,A,10.0
1228,EST,ST,482780,F,2005-04-01,A,10.0
1229,EST,ST,516514,M,2005-04-04,A,10.0
1230,EST,ST,525907,F,2005-04-22,A,10.0
1231,EST,ST,1075145,F,2005-04-25,A,10.0
1232,EST,ST,1075246,M,2005-05-01,A,10.0
1233,EST,ST,1075347,M,2005-05-10,A,10.0
1234,EST,ST,1065954,M,2005-05-16,A,10.0
1235,EST,ST,1080599,M,2005-05-16,A,10.0
1236,EST,ST,1080700,M,2005-05-17,A,10.0
1237,EST,ST,1080801,F,2005-06-01,A,10.0
1238,EST,ST,1086255,F,2005-06-01,A,10.0
1239,EST,ST,1086659,F,2005-06-01,A,10.0
1240,EST,ST,1086760,M,2005-06-01,A,10.0
1241,EST,ST,1087063,M,2005-06-01,A,10.0
1242,EST,ST,1081609,F,2005-06-01,A,10.0
1243,EST,ST,1081912,M,2005-06-02,A,10.0
1244,EST,ST,1082417,M,2005-06-02,A,10.0
1245,EST,ST,1082518,M,2005-06-02,A,10.0
1246,EST,ST,1082720,M,2005-06-02,A,10.0
1247,EST,ST,1082821,M,2005-06-02,A,10.0
1248,EST,ST,1082922,M,2005-06-02,A,10.0
1249,EST,ST,1079690,F,2005-06-01,A,10.0
1250,EST,ST,1079892,M,2005-06-07,A,10.0
1251,EST,ST,1080397,M,2005-06-13,A,10.0
1252,EST,ST,1081003,M,2005-06-16,A,10.0
1253,EST,ST,1081104,M,2005-06-02,A,10.0
1254,EST,ST,1081306,M,,A,
1255,EST,ST,1079185,M,,A,
1256,EST,ST,1076458,M,,A,
1257,EST,ST,1085245,F,,A,
1258,EST,ST,1085447,F,,A,
1259,EST,ST,1085649,M,,A,
1260,EST,ST,1093729,M,,A,
1261,EST,ST,1096355,M,,A,
1262,EST,ST,1094133,M,,A,
1263,EST,ST,1105849,M,,A,
1264,EST,ST,1105950,M,,A,
1265,EST,ST,826483,M,,A,
1266,EST,ST,1087669,M,,A,
1267,EST,UD,280780,M,1971-04-15,A,44.0
1268,EST,UD,300374,M,1973-06-01,A,42.0
1269,EST,UD,300475,M,1973-06-01,A,42.0
1270,EST,UD,301384,F,1979-06-01,A,36.0
1271,EST,UD,302394,F,1973-06-01,A,42.0
1272,EST,UD,310979,F,1973-06-01,A,42.0
1273,EST,UD,333502,F,1973-01-11,A,42.0
1274,EST,UD,352692,M,1979-01-01,A,37.0
1275,EST,UD,353096,M,1979-01-01,A,37.0
1276,EST,UD,353298,M,1975-03-13,A,40.0
1277,EST,UD,354712,M,1979-01-01,A,37.0
1278,EST,UD,362186,M,1979-01-01,A,37.0
1279,EST,UD,363499,M,1979-01-01,A,37.0
1280,EST,UD,378548,M,1979-01-01,A,37.0
1281,EST,UD,378851,M,1979-01-01,A,37.0
1282,EST,UD,378952,M,1979-01-01,A,37.0
1283,EST,UD,395920,M,1977-11-16,A,38.0
1284,EST,UD,396122,M,1981-06-01,A,34.0
1285,EST,UD,396324,M,1977-11-16,A,38.0
1286,EST,UD,396829,F,1977-11-16,A,38.0
1287,EST,UD,397637,M,1981-06-01,A,34.0
1288,EST,UD,398344,F,1980-08-01,A,35.0
1289,EST,UD,398546,F,1978-07-01,A,37.0
1290,EST,UD,398748,F,1980-08-01,A,35.0
1291,EST,UD,413090,F,1978-01-22,A,37.0
1292,EST,UD,417837,M,1979-03-31,A,36.0
1293,EST,UD,418443,F,1981-06-01,A,34.0
1294,EST,UD,419049,F,1979-03-31,A,36.0
1295,EST,UD,419865,M,1979-03-31,A,36.0
1296,EST,UD,420160,M,1980-08-01,A,35.0
1297,EST,UD,420564,F,1982-12-16,A,33.0
1298,EST,UD,421978,F,1979-03-31,A,36.0
1299,EST,UD,424099,F,1979-01-05,A,37.0
1300,EST,UD,425614,F,1980-02-20,A,35.0
1301,EST,UD,430260,F,1981-06-29,A,34.0
1302,EST,UD,432482,M,1982-01-18,A,33.0
1303,EST,UD,439047,F,1985-04-03,A,30.0
1304,EST,UD,439956,F,1983-03-31,A,32.0
1305,EST,UD,444703,F,1983-12-01,A,32.0
1306,EST,UD,445208,F,1983-12-01,A,32.0
1307,EST,UD,445713,F,1983-10-06,A,32.0
1308,EST,UD,447935,F,1984-02-06,A,31.0
1309,EST,UD,448238,F,1984-05-17,A,31.0
1310,EST,UD,449955,M,1984-10-13,A,31.0
1311,EST,UD,451167,F,1984-11-12,A,31.0
1312,EST,UD,452177,F,1985-01-04,A,31.0
1313,EST,UD,453490,F,1985-11-01,A,30.0
1314,EST,UD,453591,M,1985-09-30,A,30.0
1315,EST,UD,454601,F,1986-03-05,A,29.0
1316,EST,UD,454702,F,1985-12-01,A,30.0
1317,EST,UD,454904,F,1986-02-20,A,29.0
1318,EST,UD,455813,M,1984-11-15,A,31.0
1319,EST,UD,456015,M,1984-10-13,A,31.0
1320,EST,UD,457732,F,1986-08-25,A,29.0
1321,EST,UD,458136,F,1986-10-22,A,29.0
1322,EST,UD,458237,F,1986-10-22,A,29.0
1323,EST,UD,459449,F,1984-04-30,A,31.0
1324,EST,UD,459550,F,1986-04-30,A,29.0
1325,EST,UD,464499,F,1987-04-24,A,28.0
1326,EST,UD,467125,M,1996-05-26,T,19.0
1327,EST,UD,467327,M,1984-10-13,A,31.0
1328,EST,UD,467832,M,1984-10-13,A,31.0
1329,EST,UD,468034,M,1984-10-13,A,31.0
1330,EST,UD,468236,M,1986-10-13,A,29.0
1331,EST,UD,468842,M,1984-10-13,A,31.0
1332,EST,UD,469044,M,1984-10-18,A,31.0
1333,EST,UD,469145,M,1984-10-13,A,31.0
1334,EST,UD,469448,M,1984-10-13,A,31.0
1335,EST,UD,469549,M,1984-10-13,A,31.0
1336,EST,UD,469751,M,1984-10-13,A,31.0
1337,EST,UD,471771,M,1987-03-01,A,28.0
1338,EST,UD,472175,M,1987-05-10,A,28.0
1339,EST,UD,472478,M,1987-05-01,A,28.0
1340,EST,UD,472579,M,1987-05-01,A,28.0
1341,EST,UD,473286,M,1987-05-01,A,28.0
1342,EST,UD,474296,M,1987-05-10,A,28.0
1343,EST,UD,474599,F,1987-05-01,A,28.0
1344,EST,UD,474902,F,1987-05-10,A,28.0
1345,EST,UD,475104,F,1987-05-01,A,28.0
1346,EST,UD,475407,F,1987-05-10,A,28.0
1347,EST,UD,480053,M,1987-10-01,A,28.0
1348,EST,UD,480154,F,1987-10-28,A,28.0
1349,EST,UD,480255,M,1987-07-01,A,28.0
1350,EST,UD,480356,M,1987-10-20,A,28.0
1351,EST,UD,480457,F,1987-11-16,A,28.0
1352,EST,UD,480861,F,1987-11-23,A,28.0
1353,EST,UD,480962,F,1987-11-01,A,28.0
1354,EST,UD,481164,M,1987-12-01,A,28.0
1355,EST,UD,481568,M,1987-12-10,A,28.0
1356,EST,UD,481770,M,1987-12-01,A,28.0
1357,EST,UD,484194,F,1988-01-01,A,28.0
1358,EST,UD,484598,F,1988-02-01,A,27.0
1359,EST,UD,485305,F,1987-11-19,A,28.0
1360,EST,UD,485406,F,1988-02-01,A,27.0
1361,EST,UD,486820,F,1988-05-13,A,27.0
1362,EST,UD,489749,F,1984-11-20,A,31.0
1363,EST,UD,489951,F,1988-11-06,A,27.0
1364,EST,UD,490153,F,1988-08-25,A,27.0
1365,EST,UD,490456,M,1988-08-31,A,27.0
1366,EST,UD,491365,M,1988-12-12,A,27.0
1367,EST,UD,491567,M,1988-09-01,A,27.0
1368,EST,UD,492375,M,1988-11-16,A,27.0
1369,EST,UD,492678,F,1988-11-01,A,27.0
1370,EST,UD,492880,F,1988-11-30,A,27.0
1371,EST,UD,497223,F,1989-03-02,A,26.0
1372,EST,UD,499445,F,1989-03-30,A,26.0
1373,EST,UD,500556,F,1989-05-25,A,26.0
1374,EST,UD,500758,M,1989-03-31,A,26.0
1375,EST,UD,500960,F,1989-05-31,A,26.0
1376,EST,UD,504293,F,1989-09-30,A,26.0
1377,EST,UD,504899,F,1989-08-29,A,26.0
1378,EST,UD,506616,M,1989-10-01,A,26.0
1379,EST,UD,507828,F,1989-09-01,A,26.0
1380,EST,UD,507929,F,1990-01-24,A,25.0
1381,EST,UD,510252,F,1989-10-10,A,26.0
1382,EST,UD,511363,F,1990-09-14,A,25.0
1383,EST,UD,511464,F,1990-09-19,A,25.0
1384,EST,UD,511565,M,1990-05-01,A,25.0
1385,EST,UD,511969,F,1990-09-12,A,25.0
1386,EST,UD,512171,F,1987-04-24,A,28.0
1387,EST,UD,512373,F,1990-12-16,A,25.0
1388,EST,UD,512474,F,1990-12-12,A,25.0
1389,EST,UD,513888,F,1991-09-20,A,24.0
1390,EST,UD,515302,F,1992-02-01,A,23.0
1391,EST,UD,515403,F,1992-07-01,A,23.0
1392,EST,UD,520655,M,1979-01-01,A,37.0
1393,EST,UD,520756,M,1971-04-15,A,44.0
1394,EST,UD,521059,F,1981-11-26,A,34.0
1395,EST,UD,521160,F,1984-05-17,A,31.0
1396,EST,UD,521867,F,1975-10-18,A,40.0
1397,EST,UD,524493,F,1993-10-08,A,22.0
1398,EST,UD,524695,F,1994-01-05,A,22.0
1399,EST,UD,524796,F,1994-01-05,A,22.0
1400,EST,UD,525099,F,1994-01-24,A,21.0
1401,EST,UD,525200,F,1994-02-22,A,21.0
1402,EST,UD,525301,F,1994-01-24,A,21.0
1403,EST,UD,525402,F,1994-07-11,A,21.0
1404,EST,UD,525503,F,1994-09-05,A,21.0
1405,EST,UD,525604,F,1994-09-05,A,21.0
1406,EST,UD,525705,F,1994-09-05,A,21.0
1407,EST,UD,526816,F,1995-10-09,A,20.0
1408,EST,UD,527321,F,1996-06-17,A,19.0
1409,EST,UD,527523,F,1996-07-01,A,19.0
1410,EST,UD,527826,F,1997-01-10,A,18.0
1411,EST,UD,527927,M,1977-05-02,A,38.0
1412,EST,UD,530351,F,1998-09-01,A,17.0
1413,EST,UD,530553,F,1998-09-01,A,17.0
1414,EST,UD,530856,F,1998-09-01,A,17.0
1415,EST,UD,530957,F,1998-09-01,A,17.0
1416,EST,UD,531058,F,1998-11-09,A,17.0
1417,EST,UD,531462,F,1999-05-18,A,16.0
1418,EST,UD,531563,F,1999-07-21,A,16.0
1419,EST,UD,532472,F,2000-02-01,A,15.0
1420,EST,UD,541764,M,2000-02-01,A,15.0
1421,EST,UD,541865,M,2000-02-01,A,15.0
1422,EST,UD,542168,M,2000-02-01,A,15.0
1423,EST,UD,542370,M,2000-02-01,A,15.0
1424,EST,UD,542471,M,2000-02-01,A,15.0
1425,EST,UD,542572,M,2000-02-01,A,15.0
1426,EST,UD,542875,M,2000-02-01,A,15.0
1427,EST,UD,543380,F,2000-02-01,A,15.0
1428,EST,UD,543481,F,2000-02-01,A,15.0
1429,EST,UD,543683,M,2000-02-01,A,15.0
1430,EST,UD,543784,F,2000-02-01,A,15.0
1431,EST,UD,543986,M,2000-02-01,A,15.0
1432,EST,UD,544188,F,2000-02-01,A,15.0
1433,EST,UD,544390,F,2000-02-01,A,15.0
1434,EST,UD,544693,M,2000-02-01,A,15.0
1435,EST,UD,545198,F,2000-01-01,A,16.0
1436,EST,UD,545400,F,2000-02-01,A,15.0
1437,EST,UD,545602,M,2000-02-01,A,15.0
1438,EST,UD,545804,M,2000-02-01,A,15.0
1439,EST,UD,546814,F,2000-02-01,A,15.0
1440,EST,UD,547117,F,2000-02-01,A,15.0
1441,EST,UD,547218,F,2000-02-01,A,15.0
1442,EST,UD,547420,F,2000-02-01,A,15.0
1443,EST,UD,547521,M,2000-02-01,A,15.0
1444,EST,UD,547925,F,2000-06-01,A,15.0
1445,EST,UD,548026,M,2000-06-01,A,15.0
1446,EST,UD,548127,F,2000-06-01,A,15.0
1447,EST,UD,548531,M,2000-06-01,A,15.0
1448,EST,UD,549642,M,2001-03-10,A,14.0
1449,EST,UD,550147,M,2001-03-10,A,14.0
1450,EST,UD,554995,F,2000-08-01,A,15.0
1451,EST,UD,555096,F,2000-08-01,A,15.0
1452,EST,UD,557419,F,2001-10-01,A,14.0
1453,EST,UD,564792,F,2002-06-01,A,13.0
1454,EST,UD,566004,M,2002-06-01,A,13.0
1455,EST,UD,568630,F,2002-09-01,A,13.0
1456,EST,UD,568731,F,2002-09-01,A,13.0
1457,EST,UD,568832,F,2002-09-01,A,13.0
1458,EST,UD,568933,F,2002-09-01,A,13.0
1459,EST,UD,569236,M,2002-12-12,A,13.0
1460,EST,UD,569741,M,2003-04-17,A,12.0
1461,EST,UD,569842,F,2003-06-23,A,12.0
1462,EST,UD,570852,F,2003-01-01,A,13.0
1463,EST,UD,570953,F,2004-01-12,A,11.0
1464,EST,UD,574488,F,2005-05-01,A,10.0
1465,EST,UD,574791,F,2005-05-01,A,10.0
1466,EST,UD,574892,F,2005-05-01,A,10.0
1467,EST,UD,574993,F,2005-05-01,A,10.0
1468,EST,UD,575195,F,2005-05-01,A,10.0
1469,EST,UD,575498,F,2005-05-01,A,10.0
1470,EST,UD,575599,F,2005-05-01,A,10.0
1471,EST,UD,576104,F,2005-05-01,A,10.0
1472,EST,UD,576205,F,2005-05-01,A,10.0
1473,EST,UD,576710,F,2005-06-01,A,10.0
1474,EST,UD,1014747,F,2002-11-15,A,13.0
1475,EST,UD,1016464,F,2003-02-01,A,12.0
1476,EST,UD,1016666,F,2003-04-01,A,12.0
1477,EST,UD,1017171,F,2003-02-01,A,12.0
1478,EST,UD,1018181,M,2003-03-31,A,12.0
1479,EST,UD,1018888,F,2003-04-29,A,12.0
1480,EST,UD,1019191,F,2003-04-29,A,12.0
1481,EST,UD,1019292,F,2003-04-29,A,12.0
1482,EST,UD,6062121,M,,A,
1483,EST,UD,6062626,M,,A,
1484,EST,UD,6063030,M,,A,
1485,EST,UD,6063131,M,,A,
1486,EST,UD,6063232,M,,A,
1487,EST,UD,1087972,F,1989-04-10,A,26.0
1488,EST,UD,1091810,F,1980-02-02,T,35.0
1489,EST,UD,1094537,M,1975-03-05,T,40.0
1490,EST,UD,1094032,M,1980-01-01,T,36.0
1491,EST,UD,1094234,M,1980-01-01,P,36.0
1492,EST,UD,1094739,M,1980-05-01,P,35.0
1493,EST,UD,1094436,M,1980-05-01,P,35.0
1494,EST,UD,1094335,M,1985-03-01,A,30.0
1495,EST,UD,1071913,M,1985-03-01,A,30.0
1496,EST,UD,1072014,M,1985-03-01,A,30.0
1497,EST,UD,1072519,F,1985-03-01,T,30.0
1498,EST,UD,709222,F,1985-06-19,T,30.0
1499,EST,UD,709323,M,1983-02-17,T,32.0
1500,EST,UD,709424,F,1985-12-12,T,30.0
1501,EST,UD,709525,F,1983-02-26,T,32.0
1502,EST,UD,709626,M,1985-01-01,T,31.0
1503,EST,UD,709727,M,1968-01-01,T,48.0
1504,EST,UD,822342,M,1968-01-01,T,48.0
1505,EST,UD,822544,F,1986-07-28,T,29.0
1506,EST,UD,822948,F,1967-07-02,T,48.0
1507,EST,UD,1074034,F,1967-08-08,T,48.0
1508,EST,UD,419655,F,1971-04-15,A,44.0
1509,EST,UD,819615,F,1971-04-15,T,44.0
1510,EST,UD,519645,M,1971-04-15,A,44.0
1511,EST,UD,277851,M,1971-04-15,A,44.0
1512,EST,UD,278154,M,1971-04-15,A,44.0
1513,EST,UD,278457,M,1971-04-15,A,44.0
1514,EST,UD,278962,M,1971-04-15,T,44.0
1515,EST,UD,279164,F,1971-04-15,A,44.0
1516,EST,UD,279568,M,1995-03-01,A,20.0
1517,EST,UD,280982,M,1971-04-15,T,44.0
1518,EST,UD,293708,F,1969-04-17,T,46.0
1519,EST,UD,299768,M,1973-06-01,A,42.0
1520,EST,UD,299869,M,1973-06-01,A,42.0
1521,EST,UD,301283,F,1973-06-01,T,42.0
1522,EST,UD,301586,F,1973-08-15,T,42.0
1523,EST,UD,301788,F,1973-06-01,A,42.0
1524,EST,UD,302495,F,1974-08-01,T,41.0
1525,EST,UD,305222,F,1970-03-04,T,45.0
1526,EST,UD,309969,M,1979-01-01,T,37.0
1527,EST,UD,320170,F,1972-03-23,P,43.0
1528,EST,UD,320473,M,1979-01-01,T,37.0
1529,EST,UD,321988,F,1972-06-12,T,43.0
1530,EST,UD,327745,F,1972-10-31,T,43.0
1531,EST,UD,333906,F,1976-03-02,T,39.0
1532,EST,UD,335118,F,1973-05-08,A,42.0
1533,EST,UD,342794,F,1973-09-25,A,42.0
1534,EST,UD,343804,F,1994-02-12,P,21.0
1535,EST,UD,345521,F,1974-09-01,T,41.0
1536,EST,UD,346632,F,1979-01-01,A,37.0
1537,EST,UD,348248,M,1979-01-01,T,37.0
1538,EST,UD,353904,F,1978-01-11,A,37.0
1539,EST,UD,354813,M,1979-01-01,A,37.0
1540,EST,UD,355217,F,1979-01-01,A,37.0
1541,EST,UD,362994,M,1979-01-01,T,37.0
1542,EST,UD,364913,M,1979-01-01,T,37.0
1543,EST,UD,365317,F,1975-08-18,T,40.0
1544,EST,UD,366630,F,1972-08-19,A,43.0
1545,EST,UD,367842,F,1979-01-01,A,37.0
1546,EST,UD,368448,F,1979-01-01,A,37.0
1547,EST,UD,369660,F,1976-03-16,A,39.0
1548,EST,UD,369862,F,1979-01-05,A,37.0
1549,EST,UD,373498,F,1980-08-01,A,35.0
1550,EST,UD,374508,F,1980-08-01,A,35.0
1551,EST,UD,377841,M,1979-01-01,A,37.0
1552,EST,UD,378043,M,1971-04-05,T,44.0
1553,EST,UD,379053,M,1979-01-01,T,37.0
1554,EST,UD,396223,M,,T,
1555,EST,UD,397738,F,1977-11-16,A,38.0
1556,EST,UD,398849,M,1977-11-16,T,38.0
1557,EST,UD,400061,F,1977-10-27,A,38.0
1558,EST,UD,405818,F,1979-01-01,A,37.0
1559,EST,UD,406121,F,1984-09-01,T,31.0
1560,EST,UD,410464,F,1980-02-20,T,35.0
1561,EST,UD,410565,F,1978-05-11,A,37.0
1562,EST,UD,410666,F,1978-05-15,A,37.0
1563,EST,UD,412484,F,1978-10-02,T,37.0
1564,EST,UD,417736,M,1983-01-01,T,33.0
1565,EST,UD,419453,F,1983-01-01,T,33.0
1566,EST,UD,419857,F,1979-03-31,A,36.0
1567,EST,UD,420766,F,,T,
1568,EST,UD,424503,F,1979-06-23,A,36.0
1569,EST,UD,425008,F,1981-06-01,A,34.0
1570,EST,UD,425715,F,1971-04-15,P,44.0
1571,EST,UD,426018,F,1980-05-15,A,35.0
1572,EST,UD,426523,F,1969-04-17,T,46.0
1573,EST,UD,428341,F,1981-05-26,T,34.0
1574,EST,UD,429250,M,1981-02-14,T,34.0
1575,EST,UD,429856,F,1981-08-10,T,34.0
1576,EST,UD,430058,F,1981-02-12,A,34.0
1577,EST,UD,436118,F,1984-08-09,A,31.0
1578,EST,UD,436421,F,1980-12-03,T,35.0
1579,EST,UD,437128,F,1982-02-10,A,33.0
1580,EST,UD,437229,F,1983-01-01,A,33.0
1581,EST,UD,439855,F,1983-03-26,A,32.0
1582,EST,UD,440057,F,1983-02-23,A,32.0
1583,EST,UD,443188,F,1980-08-01,T,35.0
1584,EST,UD,443592,F,1983-01-01,A,33.0
1585,EST,UD,443895,F,1983-12-01,A,32.0
1586,EST,UD,445511,M,1983-10-14,A,32.0
1587,EST,UD,445612,F,1983-10-16,T,32.0
1588,EST,UD,445814,F,1983-09-12,T,32.0
1589,EST,UD,446521,F,1983-01-01,A,33.0
1590,EST,UD,448036,F,1984-02-08,A,31.0
1591,EST,UD,451066,F,1984-12-14,A,31.0
1592,EST,UD,451268,F,1984-11-22,T,31.0
1593,EST,UD,451369,F,1984-12-13,T,31.0
1594,EST,UD,452379,F,1983-12-01,A,32.0
1595,EST,UD,452581,F,1985-06-26,A,30.0
1596,EST,UD,452884,F,1985-01-30,T,30.0
1597,EST,UD,453187,F,1985-01-04,T,31.0
1598,EST,UD,454500,F,1986-06-17,T,29.0
1599,EST,UD,454803,F,1986-03-05,T,29.0
1600,EST,UD,455005,F,1986-01-03,A,30.0
1601,EST,UD,456419,F,1986-03-03,T,29.0
